baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CHMP1B	457.517110176444	-0.117203050696158	0.0993929993239688	-1.17918818722974	0.238323248813327	0.35800589884111
TCOF1	4601.81326886684	0.152211304108931	0.0545222994162994	2.79172569276174	0.00524277807242676	0.0153217139514678
NSRP1	441.339978999896	0.198111069150873	0.105320639560403	1.88102797303327	0.0599681137405797	0.120483126907339
SPPL3	418.096430684598	0.0482249981146516	0.117249908536624	0.411300944423236	0.680851877164306	0.775533396456185
OPA3	188.500466049749	-0.607105966199956	0.180868541983326	-3.35661447558925	0.000789030494587173	0.00295311285077628
OPA1	2736.54496934594	-0.150967084178817	0.0521123827974514	-2.89695224195736	0.00376807112175279	0.0115737151651839
ITGA1	53.2796121818781	0.157368072666737	0.28524898575121	0.551686703643499	0.581163021274995	0.694056359422678
ITGA2	286.180706240772	1.57289366853381	0.150319037865067	10.4637023418531	1.26802003601673e-25	5.85444349435232e-24
ITGA3	10167.7932523767	0.244626399283679	0.0451172638099432	5.42201318577673	5.89315340335735e-08	5.16413540169671e-07
ITGA5	4020.91632135976	0.212904784791595	0.0563469567285692	3.77846111223337	0.000157800487895638	0.0006997978356526
ITGA6	1973.14804098516	0.65478704710288	0.0597589320695981	10.9571410402763	6.1408762013875e-28	3.44863340905805e-26
UFSP2	67.016352416958	0.189978970086524	0.263193332108082	0.721822884207825	0.470403377987171	0.596351406367283
FAM212B	39.0324016505374	-0.865174233013864	0.358762963027303	-2.41154835413717	0.0158849453344055	0.0399982855035979
CHST1	15.5580323481435	0.853468989993521	0.567029571997832	1.50515781211634	0.132283508615857	0.226802240443538
CHST3	2298.47446585603	0.442633638144682	0.0569088037739122	7.7779466232181	7.37111558192615e-15	1.52123676877172e-13
CHST2	286.269908995724	0.362858373568599	0.137803489527221	2.63315809210276	0.00845949610181793	0.0232288138141362
CHST7	157.596119437289	-0.279260476733957	0.182274923522998	-1.53208390565432	0.125501730787285	0.216980480491749
BCL2A1	47.8306966325456	1.88403185614359	0.328078139408898	5.74263149485689	9.32164402581689e-09	9.15779006438747e-08
ITGAV	5730.27738189062	-0.0895481933235611	0.0550078982796365	-1.62791519262082	0.103542869514288	0.187284648311613
ITGAE	274.035936948354	0.00577076579651358	0.144604231388094	0.0399073093582289	0.968167023721739	0.979147965722392
IGF2R	7403.70532097398	0.344133210847985	0.050052675805703	6.87542085030296	6.18071165605253e-12	9.1042740043316e-11
SLC36A4	328.024399682617	0.0385062602675418	0.122289162188951	0.314878764219884	0.752853705759273	0.831483556740793
CKS1B	1034.08845957034	0.0315727250257514	0.0752804492376352	0.419401389676713	0.674922808660254	0.770908466108591
SLC36A1	197.905119172214	0.576081687518855	0.161018955439468	3.57772590156581	0.000346596632030252	0.0014111520595139
ARTN	191.499980666043	-1.52421910133589	0.179113080947365	-8.50981454438725	1.74211772909449e-17	4.52215048745617e-16
CADPS2	214.205581631867	-0.731523705576601	0.156122763074601	-4.68556724958201	2.79185606965079e-06	1.77914188486584e-05
RLF	596.496089412827	0.452838020196644	0.0950980113732158	4.76180325600568	1.91870696738328e-06	1.27270960170381e-05
CRTAP	2218.09010112309	-0.0850916623909742	0.0577104512935607	-1.47445844701735	0.140358197783687	0.237681082677769
ADPGK	1245.5179915611	0.136060811468961	0.068283269052454	1.992593696187	0.0463059560293097	0.0974418793691888
CPEB4	171.443908231705	0.213808017234477	0.163615347436114	1.30677238159435	0.191290027680677	0.303430039834055
CPEB1	124.20091535891	-0.539722413307835	0.200515209036157	-2.69167818193038	0.00710935102259181	0.0199577816137695
